sample_id,image_id,question,ground_truth,question_type_structural,question_type_semantic
13425351,2412682,"Which color is the shirt, gray or orange?",gray,choose,attr
12182875,2349905,What kind of clothing is brown?,jacket,query,cat
05334749,2386186,Is the man to the right of the racket?,no,verify,rel
15674769,2384074,What is the person that looks skinny doing?,playing,query,attr
12866362,2352785,Is there a small bridge in the scene?,yes,verify,obj
10560556,2354917,Do you see any trays on the microwave?,yes,verify,rel
02290151,2412855,Is there a can to the left of the toilet?,yes,verify,rel
09490196,2359155,How wide is the door?,wide,query,attr
12585351,713913,Is there a woman to the right of the plate?,no,verify,rel
11576641,285728,Which kind of furniture is to the right of the fence?,chair,query,rel
19635747,2321959,What is in the street?,train,query,rel
05113426,2388669,What vehicle is on the street?,van,query,rel
011007106,1189,Is the towel the same color as the bottle?,no,compare,attr
07883068,2405464,What color is his tail?,green,query,attr
031007774,2320373,Is there a spoon inside the bowl?,no,verify,rel
18821906,2333789,Do you see any kites or flags that are made of plastic?,no,logical,obj
18573128,2395994,What's in the basket?,bread,query,rel
05683464,2373169,Does that hair have black color?,yes,verify,attr
00139902,2354183,Which side of the image is the chair on?,left,query,attr
19757887,2385218,What is on the cart that is made of metal?,luggage,query,rel
16541724,2411098,Does the ground look white?,no,verify,attr
0578153,2360173,Is there any food to the right of the round plate?,yes,verify,rel
15198474,2390473,Do you see any lettuce in the drawer?,yes,verify,rel
11826769,2411323,What vehicle is on top of the train tracks?,train,query,rel
13741235,2382560,What is the animal in front of the house near the trash bin?,cat,query,rel
06360414,2364689,Are there either chairs or cars?,no,logical,obj
0977551,2324452,What is the color of the umbrella that the person is carrying?,black,query,attr
08189731,2384127,Which color do you think the graffiti is?,white,query,attr
16269666,2407148,What animal is to the right of the person that the bottle is to the left of?,cat,query,rel
11193316,2401804,Where do you think is the person?,balcony,query,rel
0426773,2339668,Are there black bags in the image?,yes,verify,obj
1727120,2408322,On which side of the image is the kid?,right,query,attr
10316949,2404263,Are there any couches or drawers in this image?,no,logical,obj
15614530,2399690,Who is sitting on the couch?,boy,query,rel
19184470,2347169,What is the man to the right of the glasses wearing?,cap,query,rel
0459331,2371279,"Which kind of furniture is wooden, the cabinet or the table?",cabinet,choose,cat
03986762,2400829,What is in the street?,truck,query,rel
00599312,2396483,What is the boy hanging from?,rope,query,rel
0395036,2368361,How long is the dress that looks black?,short,query,attr
0219350,2343318,What place is this?,road,query,global
16160428,2391757,Is there either a gray bench or fence?,yes,logical,obj
00298493,438,Where is the parking meter?,sidewalk,query,rel
17558076,2339979,What is the food that is to the left of the fence on the right?,candy,query,rel
04707174,2378858,Are there any surfboards on the water?,no,verify,rel
151015949,2251,On which side of the picture is the woman?,left,query,attr
00411936,2372006,"What is this, a doll or a stuffed bear?",stuffed bear,choose,cat
06587298,22,Do you think the sky is cloudy?,yes,verify,attr
15781827,2323573,What is the piece of furniture to the right of the chair made of wood?,cupboard,query,rel
04536282,2393198,Is the bird on top of the log brown or blue?,blue,choose,attr
06425541,2399231,Which kind of vehicle are the people on?,train,query,rel
00224021,2360997,Does the banana look red?,no,verify,attr
14889537,2374981,Are there blue doors?,no,verify,obj
11778287,2407394,What kind of place is shown?,ocean,query,global
08255705,2328788,Is the white curtain to the left or to the right of the couch?,right,choose,rel
01313791,2345428,What kind of furniture is this?,couch,query,cat
05891308,2384647,The person to the left of the people is wearing what?,glasses,query,rel
18782471,2356933,On which side of the image is the tablecloth?,left,query,attr
17782439,2345405,Is the bench on the right side of the photo?,yes,verify,attr
10661008,2366958,What clothing item is cream colored?,jacket,query,cat
19415585,2363785,Is this a hot dog or a sandwich?,sandwich,choose,cat
18699436,2325830,Is there either a black flag or clock in the scene?,yes,logical,obj
16591651,2392802,The car is of what color?,white,query,attr
131044853,1167,Does the chair look white?,no,verify,attr
17401170,2374484,What's the boy on?,surfboard,query,rel
07883759,2409543,What device is to the left of the chair?,phone,query,rel
04438417,2405611,Is the mobile phone on the right side?,no,verify,attr
13702729,2356634,What is the man wearing?,helmet,query,rel
12788970,2106,What is the piece of furniture that is to the left of the bed?,shelf,query,rel
05490026,2359509,Which kind of furniture is made of wood?,desk,query,cat
1593265,2317027,How big is the garbage can that is to the left of the chair?,small,query,attr
0172327,2411058,What does the cat sit on?,counter,query,rel
17873270,2329930,The sauce has which color?,orange,query,attr
02866828,2353781,What is the color of the hat the woman is wearing?,white,query,attr
14522466,2393625,Who is wearing a helmet?,boy,query,rel
02686649,2384060,What color is the umbrella the man is holding?,black,query,attr
18602175,2404083,Do the gray clouds look light and rainy?,no,logical,attr
12836406,2348359,Was cardboard used to make the cup which is to the right of the sandwich?,no,verify,attr
05430734,2338569,Is the plate on the right side of the image?,no,verify,attr
12739893,4063,What is in the dresser on the right?,lamp,query,rel
06645324,2372224,Is there a window that is not large?,yes,verify,obj
03202186,2361908,Is it indoors or outdoors?,indoors,choose,global
10242800,2394571,What is the color of the large bear?,brown,query,attr
15323847,2379292,What is the girl holding?,umbrella,query,rel
08610791,2411389,Who is swinging the racket?,girl,query,rel
1132190,2410671,Where is the giraffe near the bird eating from?,feeder,query,rel
05258731,2397301,Is the hair black?,no,verify,attr
09556084,2358947,What is the vehicle behind the white wall?,car,query,rel
141034859,713470,Where is the water?,lake,query,rel
01775182,2372580,Is the fence to the right of him?,yes,verify,rel
11985754,2386099,Do the people around the table surround a cake?,yes,verify,rel
12888812,1888,Are there any statues to the left of the man that is wearing a shirt?,no,verify,rel
06652884,2324329,Is the person to the left of the fire hydrant wearing skis?,no,verify,rel
10899760,2355238,Is the bookcase behind the person that is wearing glasses?,yes,verify,rel
07603374,2381360,Is the device on the blanket open or closed?,closed,choose,attr
02934950,2392665,Is the mane blond or white?,white,choose,attr
09194740,2328812,Are there plates or cans that are made of metal?,no,logical,obj
08220801,2380714,Does the plate look round and white?,yes,logical,attr
02490051,2324168,Is the black lamp on the right?,yes,verify,attr
16744237,2341852,What is the color of the uniform?,red,query,attr
13907641,2371222,Is the wineglass to the right or to the left of the person that is wearing eye glasses?,left,choose,rel
12947992,2342823,Does the shirt appear to be black?,yes,verify,attr
04897476,2399886,Is the plate to the right of the other plate large or small?,small,choose,attr
04613309,2342715,What is covered with the snow?,hill,query,rel
02143477,2317344,What is the food to the left of the container called?,donut,query,rel
081011246,2335498,Which kind of device is the man holding?,phone,query,rel
19871356,2417714,Of which color is the pillow to the right of the girl?,pink,query,attr
13136500,2405555,What animal is the dog following?,horse,query,rel
16143009,2325405,What kind of vehicle is to the left of the SUV?,car,query,rel
15146954,2391285,What kind of vegetable is in the basket?,tomatoes,query,rel
164027,2335718,What color is the hat?,blue,query,attr
17967147,2355007,What kind of clothing is white?,uniform,query,cat
01582788,2378055,What is the color of the bag that is on the right of the photo?,white,query,attr
04812530,2362973,Is the cake to the left of a girl?,no,verify,rel
12140341,2359333,"Which kind of device is made of plastic, the laptop or the camera?",laptop,choose,cat
07517594,2391062,How tall is the grass?,short,query,attr
13567395,2335655,What kind of animal is white?,dog,query,cat
15798000,2320975,What does the person hold?,kite,query,rel
08553443,2376660,Is the color of the tag the same as the color of the logo?,yes,compare,attr
06122850,2395059,What is the desk made of?,wood,query,attr
17699693,2389153,Is the horse's tail black and bushy?,yes,logical,attr
00982397,2348072,What is on the green tree?,trunk,query,rel
02708369,2343586,Is the woman to the right of a train?,no,verify,rel
05287566,2380720,Is it indoors?,yes,verify,global
04195518,2346165,Is the white towel in the top part of the image?,no,verify,attr
16761866,2364604,What cooking utensil is to the right of the drink on the left?,pizza pan,query,rel
17861346,2334149,Is there a truck in front of the building?,yes,verify,rel
11737149,2367641,Are there any mirrors or bar stools?,no,logical,obj
1896671,2343302,What vehicle is in the parking lot that is below the tree?,bus,query,rel
12591324,2317439,Is the tennis racket in the top or in the bottom part?,top,choose,attr
08847784,2334386,What color is the can?,gray,query,attr
06790999,2357446,Is there a large plate or bottle?,yes,logical,obj
021009112,1592361,What does the man who to the left of the placemat wear?,uniform,query,rel
01587545,2333881,The device on the floor has which color?,black,query,attr
021010564,498188,What is the telephone on?,carpet,query,rel
17253361,2319875,The jacket the man is with is which color?,tan,query,attr
00219717,2401792,Which room is it?,bedroom,query,global
06675998,2337454,The man who is to the right of the person is wearing what?,hats,query,rel
1968740,2339471,Is there a computer mouse to the left of the keyboard that is on the right of the picture?,no,verify,rel
06791198,2357446,Which kind of baked good is on the plate?,bread,query,rel
14113397,1507,Are there any fences that are red in the photograph?,no,verify,obj
161075283,2334632,Is he wearing jeans?,yes,verify,rel
15323877,2379292,Is there either any umbrella or bench in this picture?,yes,logical,obj
19730486,2383197,Which side of the image is the bread on?,left,query,attr
021037213,2389115,Are there any men or women in this photograph?,yes,logical,obj
10949829,2339423,What is the man surrounded by?,gifts,query,rel
101013274,2374319,What kind of meat is on the pizza in the middle?,pepperoni,query,rel
10607090,2404261,Who is on the surfboard?,man,query,rel
07890482,2393168,What type of animal is standing on top of the large mountain?,cow,query,rel
03706987,2416387,Is there any lamp or pillow in the picture?,yes,logical,obj
03616523,2369322,Is the bear that is to the left of the hamburger wearing a cap?,no,verify,rel
08520047,2410696,What is the sauce in?,basket,query,rel
151034910,2332666,Are there either any white buckets or clocks?,yes,logical,obj
07527087,2344674,Is the large mirror to the right or to the left of the towels that are stacked on the cabinet?,right,choose,rel
08944685,2317721,Who is in front of the fence?,people,query,rel
17475408,2327279,Which kind of device is white?,laptop,query,cat
05720043,2388805,What is the person on the table doing?,lying,query,attr
02866708,2353781,Is the dog to the left or to the right of the frisbee that is in the middle of the image?,right,choose,rel
09488323,2359158,Which place is it?,garden,query,global
11720184,2330867,On which side of the photo is the salt shaker?,left,query,attr
08814607,2330419,Is there a fence on the side of the road?,yes,verify,rel
0624259,2319836,What type of furniture is to the right of the coffee table?,cabinet,query,rel
15710515,2402286,What is the animal that the collar is on?,dog,query,rel
04418785,2358298,What do you think is in front of the scissors on the wall?,glass,query,rel
19222199,2411607,Are there any brooms next to the extinguisher?,yes,verify,rel
1096156,2319686,The trailer is sitting where?,airport,query,rel
05843490,2355684,Is the animal in the grass brown and large?,yes,logical,attr
04763552,2398398,The bench is where?,path,query,rel
17268689,2328746,What is on the hydrant to the right of the man?,cap,query,rel
13297737,2317570,Are there any laptops on top of the table?,no,verify,rel
14966363,2379264,Is there a fire hydrant in the picture that is not white?,yes,verify,obj
05314954,2376184,What is in the window?,mannequins,query,rel
15905487,2317694,Is there a bird or a bear in the picture?,yes,logical,obj
101013335,2374319,Which kind of fast food is on the pizza pan?,pizza,query,rel
02598567,2340967,What's the mushroom on?,drawer,query,rel
00204210,2400683,What color is the bag the car is to the left of?,brown,query,attr
13727152,2375648,What is the piece of furniture that is to the left of the towel?,chair,query,rel
05305210,2324606,Is there any cabinet to the left of the microwave?,no,verify,rel
06587982,28,On which side of the photo is the large bowl?,left,query,attr
17559777,2359457,What do both the mask and the hat have in common?,color,compare,attr
14954509,2327321,Who is wearing the pants?,girl,query,rel
08509269,2353399,Who is wearing the shirt?,man,query,rel
07831853,2320046,Is the person to the left of the pine tree wearing a hat?,yes,verify,rel
11474633,2410200,Is it outdoors?,no,verify,global
12568015,2334740,Is the man to the right of a racket?,no,verify,rel
09260591,2390319,What animal is the woman near the tree riding on?,horse,query,rel
09912508,2363947,Which kind of vehicle is to the left of the person?,truck,query,rel
151000741,2323933,Is there a helmet or a motorcycle in this image?,yes,logical,obj
16112273,2321409,How large are the leaves?,large,query,attr
16312578,2412075,What is the notebook on?,nightstand,query,rel
19987739,2405197,What is the bear walking in?,grass,query,rel
12425206,2414948,Is the silk blanket to the left or to the right of the book in this image?,right,choose,rel
08565785,2315486,Are there any gold letters?,no,verify,obj
09988604,2354849,What is this cat on?,sink,query,rel
19129985,2375091,What is the person to the right of the box wearing?,hat,query,rel
10331371,2373585,Which kind is this device?,screen,query,cat
1215260,2397393,"On which side of the photo are the pillows, the right or the left?",right,choose,attr
11660165,2351478,Who is wearing a shirt?,child,query,rel
15897527,4488,What is the color of the pot?,black,query,attr
18437418,2380135,Is this a square plate?,no,verify,attr
09986091,497969,Who is wearing shoes?,child,query,rel
08818300,2316099,Are there either any motorbikes or helmets?,yes,logical,obj
15724531,2379138,What is on the post?,sign,query,rel
02282283,2394560,Is the man to the right or to the left of the helmet the person is wearing?,left,choose,rel
11800529,2370876,What are the scissors on?,table,query,rel
05687707,2385305,What's the light switch on?,wall,query,rel
16269919,2407148,The boy in the bed is looking at what animal?,cat,query,rel
01332058,2385859,Which side of the photo is the white coffee cup on?,left,query,attr
17751046,2379457,Is the white pillow to the right or to the left of the nightstand?,right,choose,rel
19158771,2355590,What is the vegetable on the bananas?,lemon,query,rel
18273863,2360431,Which kind of furniture is the apple on?,table,query,rel
14333827,2392431,Are there microwaves near the rock?,yes,verify,rel
021010562,498188,How is the device on the carpet called?,phone,query,rel
11727425,2358552,Who is holding the tennis racket?,lady,query,rel
00946016,2391364,Do you think the animal that is sitting-down is small or large?,small,choose,attr
11290270,2348534,Is there a ball or a fence in the photo?,yes,logical,obj
06751438,2361523,Are there any faucets or mirrors?,no,logical,obj
07382534,2383328,Is the TV on a cabinet?,no,verify,rel
01107445,2397689,Is the person to the left of the man wearing a skirt?,no,verify,rel
07382784,2342945,Which kind of furniture is made of wood?,bed,query,cat
04956390,2391761,Which kind of animal is walking in the street?,dog,query,rel
1110533,498281,What type of animal is on the small pillow?,frog,query,rel
11260682,2378779,Are there any white lambs or zebras?,no,logical,obj
051029054,2317780,Are there bears or elephants that are not small?,no,logical,obj
05761563,2380407,"In which part of the photo is the fresh beet, the bottom or the top?",top,choose,attr
12834127,2341860,Who is holding the bottle?,lady,query,rel
051005571,2345347,What is the man to the right of the skier holding?,pole,query,rel
17755505,2339401,Is the kettle on the right?,yes,verify,attr
10690354,2322694,Is the person in front of the plant wearing a hat?,yes,verify,rel
01600709,2388832,On which side is the can?,left,query,attr
181000685,2405664,Are there beds near the basket?,yes,verify,rel
19260795,2335686,Are there any frisbees on the ground?,no,verify,rel
07642154,3521,Is it an indoors scene?,yes,verify,global
16773864,2352791,What does the person that is skateboarding used?,skateboard,query,rel
03202152,2412878,What is the boy looking at?,kite,query,rel
08293936,1592570,Which kind of vehicle is it?,van,query,cat
0110826,2410282,How is the appliance to the left of the box called?,microwave,query,rel
03660113,2411225,Are the heels white or black?,white,choose,attr
04313470,2328454,Is it the beach?,yes,verify,global
17504780,2361209,On which side of the picture is the bread?,left,query,attr
0844783,2407209,Do you see keyboards or kittens?,yes,logical,obj
11705585,2344018,What color do you think the table made of wood is?,brown,query,attr
05752179,2401893,Is the sink both white and dirty?,yes,logical,attr
11215491,2411832,Does the utensil in the basket have silver color?,yes,verify,attr
09844684,2396532,Which place is it?,lawn,query,global
041034195,2324917,Is the guy to the right or to the left of the food the box is to the right of?,left,choose,rel
13775815,2360273,Is it an outdoors scene?,yes,verify,global
181047062,2388100,Is the shirt short sleeved or long sleeved?,short sleeved,choose,attr
04619033,2318147,What is parked near the building that looks light blue and green?,cars,query,rel
00947018,2391360,Which side of the image is the white napkin on?,right,query,attr
16753258,2414353,Are there boys to the right of the wolf that is to the right of the person?,yes,verify,rel
08527537,2355088,What device is to the right of the chair?,cell phone,query,rel
101001348,2339853,What vegetable is not baked?,olive,query,cat
18558504,2351709,What is the man doing?,skiing,query,attr
0473096,2397582,What cooking utensil is filled with food?,skillet,query,rel
09719563,2391219,What is the shape of the chocolate cake?,round,query,attr
14172925,2369355,Is the woman wearing a coat?,yes,verify,rel
18592706,2368877,Are there benches or umbrellas?,yes,logical,obj
16470541,2353864,Is the garbage can to the left or to the right of the old man?,right,choose,rel
10801384,2363242,Who is eating the pizza?,man,query,rel
17233737,2394369,What is the toddler to the right of the woman holding?,skis,query,rel
12353731,2384292,Is the house near the post white and large?,yes,logical,attr
07889561,2329331,Does the table look black?,yes,verify,attr
14933798,2400645,Do you see a bottle or a chair in the photo?,no,logical,obj
02845044,150433,What is the vehicle to the right of the skis that the woman is carrying?,minivan,query,rel
14484258,2331321,Is the lady in the photo wearing a hat?,yes,verify,rel
1369821,2342793,What kind of furniture is dark?,chair,query,cat
06608140,2333527,What is in the white cup?,liquid,query,rel
02410155,2409470,Is it an outdoors scene?,yes,verify,global
16292550,2381758,What is the vehicle to the left of the hydrant called?,bus,query,rel
14266472,529,On which side is the tall chair?,left,query,attr
17249894,2411359,Is the fire hydrant antique and orange?,no,logical,attr
14778528,1339,What is in the glass?,liquid,query,rel
09672793,2369215,What kind of furniture are the papers on?,table,query,rel
14383507,2389372,On which side are the bags?,left,query,attr
16614281,2408934,How large is the floor?,large,query,attr
04794544,2416928,Is the fence on the left side or on the right?,right,choose,attr
031003065,2413641,Is there a chair or a cabinet in the picture?,no,logical,obj
05287591,2380720,Is the sandal on a rug?,yes,verify,rel
07536843,2355985,What animal wears a scarf?,dog,query,rel
07257469,2372538,On which side is the man?,right,query,attr
04897252,2399886,Do the wall and the chair have the same color?,no,compare,attr
03258258,2340421,What is the device to the left of the tap called?,phone,query,rel
041026993,2342324,What does the guy wear?,mask,query,rel
14119725,2334270,What is the toy that is to the left of the bear in the top of the picture?,stuffed dog,query,rel
03353882,2401863,What is located on top of the table?,bowls,query,rel
07637027,713934,What is the piece of furniture that is to the left of the woman in the middle?,shelf,query,rel
16926721,2399957,Are there any mugs on the cart?,no,verify,rel
03166787,2378698,What is the color of the shirt?,black,query,attr
1370121,2342793,Which kind of device is to the right of the ipod?,printer,query,rel
08540529,2349160,Is there a boar in the pen?,no,verify,rel
05764890,2371933,Are there boys or surfboards in the image?,no,logical,obj
17877180,2381067,Are the cars in the bottom part or in the top of the image?,bottom,choose,attr
10734763,2343566,Are there beans on the square plate?,no,verify,rel
01523338,2344633,Does the bathroom sink look white and metallic?,no,logical,attr
19457628,2397532,What do you think is the piece of furniture to the right of the apple in the bottom of the photo?,cabinet,query,rel
161013467,2366564,Which place is it?,street,query,global
12564559,2378834,Which side of the picture is the chair on?,left,query,attr
04256320,2382873,Which side of the image is the red container on?,left,query,attr
10539400,2396106,Who is the boy that is to the right of the ball waiting for?,player,query,rel
02845178,150433,Are there motorcycles in the parking lot?,no,verify,rel
16954557,2398770,Is there a bus in front of the green trees?,no,verify,rel
041024827,2318574,Is the word on a boat?,yes,verify,rel
0450777,2402409,What's leaning against the bench?,bicycle,query,rel
01862875,2390571,Are the trees leafy or bare?,bare,choose,attr
1899394,2363993,Is the fence in the top part or in the bottom of the image?,top,choose,attr
12399276,2350062,What kind of aircraft is to the left of the picture?,airplanes,query,rel
08237540,2315465,What is the man on?,bike,query,rel
14113076,1507,Is the lady standing?,yes,verify,attr
19474884,2383122,Who is wearing the goggles?,girl,query,rel
10280390,2358721,Does that platter have brown color?,no,verify,attr
10316705,2404263,What is the ham on?,sandwich,query,rel
18621297,2349444,Do you see boxes to the right of the person that is wearing jeans?,yes,verify,rel
11179928,2336649,What is the color of the woman's hair?,blond,query,attr
18655850,2328701,Are there either any bags or benches in the photo?,yes,logical,obj
00699674,2323184,Do you see any sponges or kites there?,yes,logical,obj
18697166,2376114,Is the yellow corn to the right of a carrot?,yes,verify,rel
13134958,2321111,Are there rectangular carrots or plates?,yes,logical,obj
0472928,2397582,On which side is the picture?,right,query,attr
19702134,2345527,Are there brown birds in the image?,yes,verify,obj
01267966,2316884,What type of animal in the photo is resting?,cat,query,cat
02735515,2330921,Who is wearing a uniform?,player,query,rel
05403961,2383613,What animal is standing in the grass that looks green?,duck,query,rel
02539886,2403960,What is on the shelf?,magazine,query,rel
14964785,2379269,Where is this airplane?,runway,query,rel
12494941,2394525,Is the color of the seat different than the bike?,yes,compare,attr
11812413,2377662,What's the street covered by?,snow,query,rel
09555716,2358945,On which side of the picture is the wood bench?,left,query,attr
05768717,2326040,Are there people to the left of the man in the top part of the image?,no,verify,rel
10741403,2333173,Which kind of food is on top of the plate?,noodles,query,rel
00515236,498228,Is the silver car to the left or to the right of the blue bag?,right,choose,rel
18865904,2380421,What is common to the sign and the roof?,color,compare,attr
02520779,2410899,What color is the hat the person is wearing?,gray,query,attr
06477071,2370009,Are there both a door and a window?,yes,logical,obj
19737070,2386651,Is this a mirror or a coffee table?,coffee table,choose,cat
09321129,2388927,On which side of the image is the blue curtain?,left,query,attr
12356641,2355548,What vehicle is the woman to the right of the person sitting on?,carriage,query,rel
0760783,2350568,Is the boy wearing a hat?,yes,verify,rel
14109385,2399323,Is the pastry to the left of the drink that looks orange?,yes,verify,rel
08784418,2132,Which room is it?,bedroom,query,global
03262989,2352818,Is the man to the left of an umbrella?,no,verify,rel
08255768,2328788,Is the chair to the right of the plate made out of wicker?,no,verify,attr
13186976,2319813,What color is that umbrella?,dark,query,attr
16756775,1890,What is the cross made of?,wood,query,attr
07162501,2343086,What animal is standing on the grass?,dog,query,rel
091006345,2382431,Is there either a blue coat or bag?,yes,logical,obj
03722500,2375390,What is the sign on?,fence,query,rel
03193310,2361611,What color is the crust?,white,query,attr
07132273,2378438,Is the meat to the left of the knife green or red?,green,choose,attr
1995809,2391828,Is the end table to the right or to the left of the pillow that is not large?,left,choose,rel
14205779,2376974,Are these animals of different types?,yes,compare,attr
01944751,2362421,The road is between what?,mountains,query,rel
08645464,2350540,Do you think the clock is black?,yes,verify,attr
06620778,2352582,"How is the water today, still or wavy?",wavy,choose,attr
041024839,2318574,What is the fruit that is to the left of the rope?,orange,query,rel
01849928,2342679,On which side of the image is the wok?,right,query,attr
17236209,2350085,What is the person sitting on?,bench,query,rel
05304507,2371404,Is the man that is playing wearing shorts?,yes,verify,rel
17195007,2327964,What kind of animal is in front of the pole?,elephant,query,rel
16652878,2417941,"Which type of furniture is made of wood, the bed or the nightstand?",nightstand,choose,cat
13117211,2333864,Are there any tables that are not made of glass?,no,verify,obj
01575935,2340293,Where does the cyclist stand on?,path,query,rel
01284299,2362041,What vehicle is to the left of the helmet on the right of the image?,bus,query,rel
04800582,2366663,Who is standing?,woman,query,cat
02954488,2358804,Do the leaves have red color?,no,verify,attr
12771298,2316106,Are there either any cabinets or faucets in the photo?,yes,logical,obj
19388545,2325119,Do you see either a large bottle or kettle?,yes,logical,obj
03868882,2366876,What type of material was used to make the figure?,glass,query,attr
15354115,2385988,What kind of vehicle is to the left of the man that is to the left of the people?,train,query,rel
01393313,2413312,What is she holding?,hair,query,rel
0481555,2406968,The driver is where?,bus,query,rel
071004340,2414658,Who is wearing the cap?,child,query,rel
05350246,2317788,Which type of vehicle is in the picture?,bus,query,cat
00856531,2406525,What is on the countertop?,pizza,query,rel
11517298,2332363,What device is to the right of the computer?,laptop,query,rel
12513287,2370447,What's the fence made of?,metal,query,attr
1669167,2379799,Who is standing on the man on the right?,people,query,rel
02889095,2345390,Who plays the game?,couple,query,rel
12411144,2368336,Is there a horse to the left of the flag on the building?,yes,verify,rel
13775870,2360273,Is the woman to the right or to the left of the person that is holding the food?,right,choose,rel
00901892,2416225,What is the wall before?,fence,query,rel
10584214,2408730,What's on the water?,boats,query,rel
15515610,2402975,Does the skier in front of the fence look young?,yes,verify,attr
01300543,4900,Is there a cabinet to the right of the desk that is to the right of the piano?,yes,verify,rel
1683026,2370783,What vehicle is to the left of the pillow?,car,query,rel
07142472,2392341,Which room is it?,bathroom,query,global
03288509,1159909,What device is the phone in front of?,monitor,query,rel
06580907,2395431,Is the black bag to the left of the man that is wearing jeans?,yes,verify,rel
16806732,2393683,Who wears a shirt?,boy,query,rel
19637714,2321955,Is the bowl to the right or to the left of the utensil in the bathtub?,right,choose,rel
00424393,2408998,Is the floor both metallic and blue?,no,logical,attr
14755202,2317677,What is the person in front of the child wearing?,dress,query,rel
13110391,2339126,On which side is the person?,left,query,attr
04938730,2372032,Who do you think is on the skateboard?,boy,query,rel
10744302,2343858,What is the appliance to the right of the tablecloth that is to the right of the shelf?,dryer,query,rel
10991090,713064,Who is standing?,child,query,cat
18447668,2356442,What is the piece of furniture that is not antique?,desk,query,cat
01553866,2404068,"What clothing items are blue, the jeans or the trousers?",jeans,choose,cat
03830900,2399312,Is there a donkey near the white wall?,yes,verify,rel
19757675,2385218,Is the woman to the right or to the left of the person that is walking to the plane?,left,choose,rel
01935732,2332477,Is the man wearing jeans?,yes,verify,rel
171014433,2412343,Is the clock different in color than the door?,yes,compare,attr
19621255,2401550,Do you see either any small kites or motorcycles?,yes,logical,obj
17811046,2342512,Which color is the train the walkway is above?,red,query,attr
00589677,2384680,Are there any elephants?,no,verify,obj
03944157,2394103,What kind of baked good is the sauce inside of?,bun,query,rel
08892032,2350955,What is in front of the building?,sidewalk,query,rel
10647931,2379637,Does the vehicle to the left of the person have black color?,yes,verify,attr
10683181,2412363,Do you see any cucumbers to the right of the dip?,yes,verify,rel
151001153,2411612,Is there a skateboard or a bench in the photo?,no,logical,obj
17344138,2403637,Is the floor dotted or checkered?,dotted,choose,attr
05425475,2354950,What's the cross on?,dome,query,rel
01977886,2387086,How tall is the grass the sheep is on?,short,query,attr
16259181,2366060,Is the tree in front or behind the giraffe the spots are on?,behind,choose,rel
12772847,2342151,What color is the bowl that the food is to the right of?,black,query,attr
181002441,2397824,Are the tomatoes on a pizza?,yes,verify,rel
07163584,2369851,Is the shirt checkered or striped?,checkered,choose,attr
18234677,2325219,Where is the car parked?,platform,query,rel
19839718,2407347,Is the small animal to the right of the giraffe that is eating leaves?,no,verify,rel
05305084,2371405,What is the blueberry in?,yogurt,query,rel
15970102,2399458,Do you see any lamp there?,yes,verify,obj
17560407,2359451,Does the flag to the right of the other flag look blue and small?,yes,logical,attr
11513974,2411741,What color is the t-shirt?,red,query,attr
11968917,2365435,Is there a pillow to the left of the lamp that is on the end table?,no,verify,rel
161036607,2368963,Is the curtain to the right of the drawer open and blue?,no,logical,attr
04512825,2316595,Are there either any cabinets or microwaves in the image?,yes,logical,obj
00738355,2631,What animal is small?,alligator,query,cat
19971163,4648,Is the stove on the left side?,yes,verify,attr
1860637,2403460,What is the guy in front of?,refrigerator,query,rel
01361674,2376851,"On what kind of fruit is the cream, a banana or a pear?",banana,choose,rel
19743234,1592305,Is the truck to the left of a motorcycle?,no,verify,rel
08125409,2369744,Is that bus red or white?,white,choose,attr
16413712,2409066,Is the large book to the left or to the right of the lamp that the bed is in front of?,right,choose,rel
12414650,107935,Do you see any fences or trains?,yes,logical,obj
12755010,2416649,Is the bottle to the right of a napkin?,no,verify,rel
00283324,2330700,Is the bread in the top part of the photo?,yes,verify,attr
03680577,2345079,Who is wearing the shirt?,woman,query,rel
1250757,2342742,Which side of the image is the blue bucket on?,left,query,attr
00729347,2391042,What's located on top of the table?,cups,query,rel
02548381,2405421,What's located on top of the microwave?,bowl,query,rel
15431625,2344297,Who is wearing pants?,woman,query,rel
02819690,2413434,Is there a boat on the water?,yes,verify,rel
14276873,2360695,Is it indoors?,yes,verify,global
17123574,2350516,Is the sky both cloudy and blue?,no,logical,attr
15354292,2385988,What do the people to the right of the man ride on?,carriage,query,rel
13474064,2411400,Does the plate on the table look blue?,no,verify,attr
08335755,2366004,The shirt is of what color?,blue,query,attr
12488060,2354593,Was this image taken in a beach?,yes,verify,global
14789011,2357112,Do the plates that are to the left of the chocolate look brown?,yes,verify,attr
06388948,2368683,What is the train in front of?,hill,query,rel
01859305,2392847,What kind of furniture is made of wood?,cupboard,query,cat
08816126,2375806,Do you see any shelves to the right of the pot?,no,verify,rel
1186084,2391692,Is the laptop computer to the right of a keyboard?,yes,verify,rel
162328,2399406,Which kind of animal is it?,horse,query,cat
0565540,2320261,What's the fork on?,napkin,query,rel
16160707,2366184,Is the color of the phone the same as the jacket?,no,compare,attr
18382531,2377976,Are there either cups or chairs in the image?,no,logical,obj
154701,2357415,What is covered by the ground?,water,query,rel
07616938,2354000,Who is wearing a scarf?,lady,query,rel
1495002,2397743,Are both the door of the building and the post made of the same material?,no,compare,attr
