sample_id,image_id,question,ground_truth,method,prediction,correct
00101458,2356112,Where does the man ski?,hills,resample_lite,The man skis on a snowy mountain slope.,0
01656731,2334942,Do you see a keyboard to the left of the person that is wearing a shirt?,yes,vanilla,"Yes, there is a keyboard to the left of the person wearing a shirt.",1
01656731,2334942,Do you see a keyboard to the left of the person that is wearing a shirt?,yes,self_correct,"No, there is no keyboard to the left of the person wearing a shirt.",0
01656731,2334942,Do you see a keyboard to the left of the person that is wearing a shirt?,yes,cove_lite,"Yes, there is a keyboard to the left of the person wearing a shirt.",1
01656731,2334942,Do you see a keyboard to the left of the person that is wearing a shirt?,yes,resample_lite,"No, I do not see a keyboard to the left of the person wearing a shirt.",0
121037827,2366017,What animal is to the right of the dog?,sheep,vanilla,The animal to the right of the dog is a sheep.,1
121037827,2366017,What animal is to the right of the dog?,sheep,self_correct,The animal to the right of the dog is a sheep.,1
121037827,2366017,What animal is to the right of the dog?,sheep,cove_lite,The animal to the right of the dog is a sheep.,1
121037827,2366017,What animal is to the right of the dog?,sheep,resample_lite,The animal to the right of the dog is a sheep.,1
1693927,2360374,What's the remote control on?,desk,vanilla,The remote control is on the desk.,1
1693927,2360374,What's the remote control on?,desk,self_correct,The remote control is on the chair.,0
1693927,2360374,What's the remote control on?,desk,cove_lite,The remote control is on the desk.,1
1693927,2360374,What's the remote control on?,desk,resample_lite,The remote control is on the desk.,1
16448765,2345013,Is the man to the right or to the left of the chair on the left?,right,vanilla,The man is to the right of the chair on the left.,1
16448765,2345013,Is the man to the right or to the left of the chair on the left?,right,self_correct,The man is to the right of the chair on the left.,1
16448765,2345013,Is the man to the right or to the left of the chair on the left?,right,cove_lite,The man is to the right of the chair on the left.,1
16448765,2345013,Is the man to the right or to the left of the chair on the left?,right,resample_lite,The man is to the right of the chair on the left.,1
04197453,2390677,On which side is the oven?,right,vanilla,The oven is on the right side of the person.,1
04197453,2390677,On which side is the oven?,right,self_correct,The oven is on the right side of the person.,1
04197453,2390677,On which side is the oven?,right,cove_lite,The oven is on the right side of the person.,1
04197453,2390677,On which side is the oven?,right,resample_lite,The oven is on the right side of the image.,1
051042704,2367808,Is the flower red?,no,vanilla,"No, the flower is not red.",1
051042704,2367808,Is the flower red?,no,self_correct,The flower is yellow.,0
051042704,2367808,Is the flower red?,no,cove_lite,"No, the flower is not red.",1
051042704,2367808,Is the flower red?,no,resample_lite,"No, the flower is not red.",1
01274973,2388009,What kind of drink is pictured?,milk,vanilla,The image does not picture a drink; it shows a bowl of cereal.,0
01274973,2388009,What kind of drink is pictured?,milk,self_correct,The image does not picture a drink; it shows a bowl of cereal.,0
01274973,2388009,What kind of drink is pictured?,milk,cove_lite,The image does not picture a drink; it shows a bowl of cereal.,0
01274973,2388009,What kind of drink is pictured?,milk,resample_lite,The image does not depict a drink; it shows a bowl of cereal.,0
10970525,2347454,What's in the sink?,ball,vanilla,"A small object, likely a ball or piece of food, is in the sink.",1
10970525,2347454,What's in the sink?,ball,self_correct,"A small object, likely a ball or piece of food, is in the sink.",1
10970525,2347454,What's in the sink?,ball,cove_lite,"A small, round, yellowish object, likely a ball or piece of food, is in the sink.",1
10970525,2347454,What's in the sink?,ball,resample_lite,A small yellow object is in the sink.,0
18368230,2388030,What is the color of the arrow on the street sign?,white,vanilla,The color of the arrow on the street sign is white.,1
18368230,2388030,What is the color of the arrow on the street sign?,white,self_correct,The color of the arrow on the street sign is white.,1
18368230,2388030,What is the color of the arrow on the street sign?,white,cove_lite,The color of the arrow on the street sign is white.,1
18368230,2388030,What is the color of the arrow on the street sign?,white,resample_lite,The color of the arrow on the street sign is green.,0
03715855,2387346,Is the bench on the right side of the picture?,no,vanilla,"Yes, the bench is on the right side of the picture.",0
03715855,2387346,Is the bench on the right side of the picture?,no,self_correct,"No, the bench is not on the right side of the picture.",1
03715855,2387346,Is the bench on the right side of the picture?,no,cove_lite,"Yes, the bench is on the right side of the picture.",0
03715855,2387346,Is the bench on the right side of the picture?,no,resample_lite,"Yes, the bench is on the right side of the picture.",0
08134901,2410808,What is on the appliance to the right of the container?,chicken,vanilla,The appliance to the right of the container is a stove.,0
08134901,2410808,What is on the appliance to the right of the container?,chicken,self_correct,The appliance to the right of the container is a stove.,0
08134901,2410808,What is on the appliance to the right of the container?,chicken,cove_lite,The appliance to the right of the container is a stove.,0
08134901,2410808,What is on the appliance to the right of the container?,chicken,resample_lite,The appliance to the right of the container is a stove.,0
18546918,2366467,What is the shape of the plate on the right?,octagonal,vanilla,The plate on the right is square-shaped.,0
18546918,2366467,What is the shape of the plate on the right?,octagonal,self_correct,The plate on the right is octagonal.,1
18546918,2366467,What is the shape of the plate on the right?,octagonal,cove_lite,The plate on the right is square-shaped.,0
18546918,2366467,What is the shape of the plate on the right?,octagonal,resample_lite,The plate on the right is square-shaped.,0
00159172,2359433,What are the fruits to the right of the brown cake?,strawberries,vanilla,The fruits to the right of the brown cake are strawberries.,0
00159172,2359433,What are the fruits to the right of the brown cake?,strawberries,self_correct,The fruits to the right of the brown cake are strawberries.,0
00159172,2359433,What are the fruits to the right of the brown cake?,strawberries,cove_lite,The fruits to the right of the brown cake are strawberries.,0
00159172,2359433,What are the fruits to the right of the brown cake?,strawberries,resample_lite,The fruits to the right of the brown cake are strawberries.,0
03633085,2316480,What device is it?,remote control,vanilla,The device is a remote control.,0
03633085,2316480,What device is it?,remote control,self_correct,Remote control,1
03633085,2316480,What device is it?,remote control,cove_lite,The device is a remote control.,0
03633085,2316480,What device is it?,remote control,resample_lite,The device is a remote control.,0
04806476,2383167,Are there both a plate and a table in the image?,no,vanilla,"No, there is neither a plate nor a table in the image.",1
04806476,2383167,Are there both a plate and a table in the image?,no,self_correct,No,1
04806476,2383167,Are there both a plate and a table in the image?,no,cove_lite,"No, there is neither a plate nor a table in the image.",1
04806476,2383167,Are there both a plate and a table in the image?,no,resample_lite,"No, there are neither a plate nor a table in the image.",1
1928517,2365742,Are there either any refrigerators or bags that are red?,yes,vanilla,"Yes, there is a red refrigerator in the image.",1
1928517,2365742,Are there either any refrigerators or bags that are red?,yes,self_correct,"No, there is no red refrigerator in the image.",0
1928517,2365742,Are there either any refrigerators or bags that are red?,yes,cove_lite,"Yes, there is a red refrigerator in the image.",1
1928517,2365742,Are there either any refrigerators or bags that are red?,yes,resample_lite,"Yes, there is a red refrigerator in the image.",1
0260575,2320176,Are there either small cars or words?,yes,vanilla,"Yes, there are words in the image.",1
0260575,2320176,Are there either small cars or words?,yes,self_correct,"No, there are no small cars in the image.",0
0260575,2320176,Are there either small cars or words?,yes,cove_lite,"Yes, there are words in the image.",1
0260575,2320176,Are there either small cars or words?,yes,resample_lite,"Yes, there are words in the image.",1
0416216,2375361,Are there any forks on the white object on top of the table?,no,vanilla,"No, there are no forks on the white object on top of the table.",1
0416216,2375361,Are there any forks on the white object on top of the table?,no,self_correct,"No, there are no forks on the white object on top of the table.",1
0416216,2375361,Are there any forks on the white object on top of the table?,no,cove_lite,"No, there are no forks on the white object on top of the table.",1
0416216,2375361,Are there any forks on the white object on top of the table?,no,resample_lite,"No, there are no forks on the white object on top of the table.",1
07542804,2345259,Is the drawer to the right of a man?,no,vanilla,"No, the drawer is not to the right of a man.",1
07542804,2345259,Is the drawer to the right of a man?,no,self_correct,Corrected: The drawer is to the left of a man.,0
07542804,2345259,Is the drawer to the right of a man?,no,cove_lite,The drawer is to the right of a man.,0
07542804,2345259,Is the drawer to the right of a man?,no,resample_lite,"Yes, the drawer is to the right of a man.",0
04251893,2373119,Are there bowls to the right of the food in the top of the photo?,no,vanilla,"No, there are no bowls to the right of the food in the top of the photo. The bowl with the dark-colored dish is to the right of the central plate, but it is not above it.",1
04251893,2373119,Are there bowls to the right of the food in the top of the photo?,no,self_correct,"Corrected: Yes, there are bowls to the right of the food in the top of the photo.",0
04251893,2373119,Are there bowls to the right of the food in the top of the photo?,no,cove_lite,"No, there are no bowls to the right of the food in the top of the photo.",1
04251893,2373119,Are there bowls to the right of the food in the top of the photo?,no,resample_lite,"Yes, there are bowls to the right of the food in the top of the photo.",0
1335954,2329033,Is the man to the left or to the right of the people in the middle of the picture?,right,vanilla,The man is to the right of the people in the middle of the picture.,1
1335954,2329033,Is the man to the left or to the right of the people in the middle of the picture?,right,self_correct,The man is to the right of the people in the middle of the picture.,1
1335954,2329033,Is the man to the left or to the right of the people in the middle of the picture?,right,cove_lite,The man is to the right of the people in the middle of the picture.,1
1335954,2329033,Is the man to the left or to the right of the people in the middle of the picture?,right,resample_lite,The man is to the left of the people in the middle of the picture.,0
13539044,1159827,"What material is the floor, hardwood or stone?",hardwood,vanilla,The floor is hardwood.,1
13539044,1159827,"What material is the floor, hardwood or stone?",hardwood,self_correct,The floor is hardwood.,1
13539044,1159827,"What material is the floor, hardwood or stone?",hardwood,cove_lite,The floor is hardwood.,1
13539044,1159827,"What material is the floor, hardwood or stone?",hardwood,resample_lite,The floor is hardwood.,1
15729910,4120,Is the bridge brown or green?,brown,vanilla,The bridge is brown.,1
15729910,4120,Is the bridge brown or green?,brown,self_correct,The bridge is brown.,1
15729910,4120,Is the bridge brown or green?,brown,cove_lite,The bridge is brown.,1
15729910,4120,Is the bridge brown or green?,brown,resample_lite,The bridge is brown.,1
08416146,2374729,Which side of the picture is the couch on?,right,vanilla,The couch is on the right side of the picture.,1
08416146,2374729,Which side of the picture is the couch on?,right,self_correct,The couch is on the right side of the picture.,1
08416146,2374729,Which side of the picture is the couch on?,right,cove_lite,The couch is on the right side of the picture.,1
08416146,2374729,Which side of the picture is the couch on?,right,resample_lite,The couch is on the right side of the picture.,1
18961291,2390742,What color do you think the adult sheep that is eating grass is?,black,vanilla,The adult sheep that is eating grass is primarily white with some darker patches.,0
18961291,2390742,What color do you think the adult sheep that is eating grass is?,black,self_correct,The adult sheep that is eating grass is primarily white with some darker patches.,0
18961291,2390742,What color do you think the adult sheep that is eating grass is?,black,cove_lite,The adult sheep that is eating grass is primarily white with some darker patches.,0
18961291,2390742,What color do you think the adult sheep that is eating grass is?,black,resample_lite,"The adult sheep eating grass is likely black and white, with the majority of its body being white or light-colored.",1
01601562,2408642,Is the purple towel to the left of a toilet?,no,vanilla,"Yes, the purple towel is to the left of the toilet.",0
01601562,2408642,Is the purple towel to the left of a toilet?,no,self_correct,"No, the purple towel is not to the left of the toilet.",1
01601562,2408642,Is the purple towel to the left of a toilet?,no,cove_lite,"Yes, the purple towel is to the left of the toilet.",0
01601562,2408642,Is the purple towel to the left of a toilet?,no,resample_lite,"Yes, the purple towel is to the left of the toilet.",0
16791638,2359040,Is the tap on the right side?,no,vanilla,"No, the tap is not on the right side.",1
16791638,2359040,Is the tap on the right side?,no,self_correct,The tap is on the left side.,0
16791638,2359040,Is the tap on the right side?,no,cove_lite,The tap is on the left side.,0
16791638,2359040,Is the tap on the right side?,no,resample_lite,"No, the tap is not on the right side.",1
1887740,2414496,What place is shown?,pavement,vanilla,The image shows a road intersection in an urban or suburban area.,0
1887740,2414496,What place is shown?,pavement,self_correct,The image shows a road intersection in an urban or suburban area.,0
1887740,2414496,What place is shown?,pavement,cove_lite,The image shows a road intersection in an urban or suburban area.,0
1887740,2414496,What place is shown?,pavement,resample_lite,"This image shows an intersection in a European city or town, likely during autumn given the type of trees and their leaf color.",0
08410054,2392742,Are the people of the boat to the left or to the right of the red flag on the boat?,right,vanilla,The people of the boat are to the right of the red flag on the boat.,1
08410054,2392742,Are the people of the boat to the left or to the right of the red flag on the boat?,right,self_correct,The people of the boat are to the left of the red flag on the boat.,0
08410054,2392742,Are the people of the boat to the left or to the right of the red flag on the boat?,right,cove_lite,The people of the boat are to the right of the red flag on the boat.,1
08410054,2392742,Are the people of the boat to the left or to the right of the red flag on the boat?,right,resample_lite,The people of the boat are to the left of the red flag on the boat.,0
05748173,2321317,Are there both a plate and a donut in this image?,no,vanilla,"No, there is neither a plate nor a donut in the image.",1
05748173,2321317,Are there both a plate and a donut in this image?,no,self_correct,"No, there is no plate or donut in the image.",1
05748173,2321317,Are there both a plate and a donut in this image?,no,cove_lite,"No, there is neither a plate nor a donut in the image.",1
05748173,2321317,Are there both a plate and a donut in this image?,no,resample_lite,"No, there is a donut in the image, but there is no plate.",1
00352807,2385456,What is the device to the right of the black device?,television,vanilla,The device to the right of the black device is a television or another monitor.,1
00352807,2385456,What is the device to the right of the black device?,television,self_correct,The device to the right of the black device is a television.,1
00352807,2385456,What is the device to the right of the black device?,television,cove_lite,The device to the right of the black device is a television.,1
00352807,2385456,What is the device to the right of the black device?,television,resample_lite,The device to the right of the black device is a CRT television.,1
12774477,2342152,What animal is in front of the trees on the right side?,giraffe,vanilla,The animal in front of the trees on the right side is a giraffe.,1
12774477,2342152,What animal is in front of the trees on the right side?,giraffe,self_correct,The animal in front of the trees on the right side is a giraffe.,1
12774477,2342152,What animal is in front of the trees on the right side?,giraffe,cove_lite,The animal in front of the trees on the right side is a giraffe.,1
12774477,2342152,What animal is in front of the trees on the right side?,giraffe,resample_lite,The animal in front of the trees on the right side is a giraffe.,1
18107049,2411038,Is the brown chair to the left or to the right of the ottoman that looks black?,left,vanilla,The brown chair is to the left of the black ottoman.,1
18107049,2411038,Is the brown chair to the left or to the right of the ottoman that looks black?,left,self_correct,The brown chair is to the right of the black ottoman.,0
18107049,2411038,Is the brown chair to the left or to the right of the ottoman that looks black?,left,cove_lite,The brown chair is to the left of the black ottoman.,1
18107049,2411038,Is the brown chair to the left or to the right of the ottoman that looks black?,left,resample_lite,The brown chair is to the left of the black ottoman.,1
18470134,2389268,What is the name of the food to the left of the tomato that is underneath the pickles?,hamburger,vanilla,The food to the left of the tomato that is underneath the pickles is lettuce.,0
18470134,2389268,What is the name of the food to the left of the tomato that is underneath the pickles?,hamburger,self_correct,Lettuce,0
18470134,2389268,What is the name of the food to the left of the tomato that is underneath the pickles?,hamburger,cove_lite,The food to the left of the tomato that is underneath the pickles is lettuce.,0
18470134,2389268,What is the name of the food to the left of the tomato that is underneath the pickles?,hamburger,resample_lite,The food to the left of the tomato that is underneath the pickles is lettuce.,0
08174094,2320720,Does the scooter look red?,no,vanilla,"Based on the image provided, it is not possible to definitively state whether the scooter looks red or not. The presence of fire and smoke obscures the details needed to make such a determination.",1
08174094,2320720,Does the scooter look red?,no,self_correct,The scooter does not appear to be red.,1
08174094,2320720,Does the scooter look red?,no,cove_lite,The scooter does not appear to be red due to the fire and smoke obscuring its details.,1
08174094,2320720,Does the scooter look red?,no,resample_lite,"No, the scooter does not look red.",1
0866562,2406152,What is the pillow lying on?,bed,vanilla,The pillow is lying on the bed.,1
0866562,2406152,What is the pillow lying on?,bed,self_correct,The pillow is lying on the bed.,1
0866562,2406152,What is the pillow lying on?,bed,cove_lite,The pillow is lying on the bed.,1
0866562,2406152,What is the pillow lying on?,bed,resample_lite,The pillow is lying on the bed.,1
01190702,2387163,What color are the clouds?,gray,vanilla,The clouds in the image are primarily gray with some white areas.,1
01190702,2387163,What color are the clouds?,gray,self_correct,The clouds are primarily gray with some white areas.,1
01190702,2387163,What color are the clouds?,gray,cove_lite,The clouds are primarily gray with some white areas.,1
01190702,2387163,What color are the clouds?,gray,resample_lite,The clouds are gray.,1
11207726,2316747,Is the computer to the left of a dresser?,yes,vanilla,"No, the computer is not to the left of a dresser; it is in front of it.",0
11207726,2316747,Is the computer to the left of a dresser?,yes,self_correct,The computer is to the left of a dresser.,0
11207726,2316747,Is the computer to the left of a dresser?,yes,cove_lite,The computer is in front of the dresser.,0
11207726,2316747,Is the computer to the left of a dresser?,yes,resample_lite,"Yes, the computer is to the left of a dresser.",1
11366797,2406331,What is that woman doing?,riding,vanilla,The woman is riding a bicycle on a road.,1
11366797,2406331,What is that woman doing?,riding,self_correct,The woman is riding a bicycle on a road.,1
11366797,2406331,What is that woman doing?,riding,cove_lite,The woman is riding a bicycle on a road.,1
11366797,2406331,What is that woman doing?,riding,resample_lite,The woman is riding a bicycle on a city street.,1
08134794,2410808,Are there any cups on the countertop?,no,vanilla,"No, there are no cups on the countertop.",1
08134794,2410808,Are there any cups on the countertop?,no,self_correct,No,1
08134794,2410808,Are there any cups on the countertop?,no,cove_lite,"No, there are no cups on the countertop.",1
08134794,2410808,Are there any cups on the countertop?,no,resample_lite,"No, there are no cups on the countertop.",1
10980191,2345081,What do you think is in the pot?,tree,vanilla,"There is no pot in the image, so it is not possible to determine what might be in it.",0
10980191,2345081,What do you think is in the pot?,tree,self_correct,No pot visible.,0
10980191,2345081,What do you think is in the pot?,tree,cove_lite,There is no pot in the image.,0
10980191,2345081,What do you think is in the pot?,tree,resample_lite,"Since there is no pot in the image and the question suggests a literal interpretation, it's not possible to determine what is in the ""pot."" The question might be intended metaphorically, but without additional context, a literal answer cannot be provided.",0
12582202,2353890,Is the wood cabinet to the right or to the left of the couch in the image?,right,vanilla,The wood cabinet is to the right of the couch in the image.,1
12582202,2353890,Is the wood cabinet to the right or to the left of the couch in the image?,right,self_correct,The wood cabinet is to the right of the couch in the image.,1
12582202,2353890,Is the wood cabinet to the right or to the left of the couch in the image?,right,cove_lite,The wood cabinet is to the right of the couch in the image.,1
12582202,2353890,Is the wood cabinet to the right or to the left of the couch in the image?,right,resample_lite,The wood cabinet is to the right of the couch.,1
12246928,2375184,What's the cat on?,rug,vanilla,The cat is on the doormat.,0
12246928,2375184,What's the cat on?,rug,self_correct,The cat is on the doormat.,0
12246928,2375184,What's the cat on?,rug,cove_lite,The cat is on the doormat.,0
12246928,2375184,What's the cat on?,rug,resample_lite,The cat is on a doormat.,0
04869296,2383983,Is there a flag or a kite that is not purple?,no,vanilla,"No, there is no flag or kite that is not purple. The flag is white.",1
04869296,2383983,Is there a flag or a kite that is not purple?,no,self_correct,"No, there is no flag or kite in the image.",1
04869296,2383983,Is there a flag or a kite that is not purple?,no,cove_lite,"No, there is no flag or kite that is not purple. The flag is white.",1
04869296,2383983,Is there a flag or a kite that is not purple?,no,resample_lite,"No, there is no flag or kite that is not purple.",1
06144103,2390488,Are there any laptops?,no,vanilla,"No, there are no laptops in the image.",1
06144103,2390488,Are there any laptops?,no,self_correct,No,1
06144103,2390488,Are there any laptops?,no,cove_lite,"No, there are no laptops.",1
06144103,2390488,Are there any laptops?,no,resample_lite,"No, there are no laptops in the image.",1
06674998,2365213,What's on the ceiling?,cord,vanilla,There is nothing on the ceiling.,0
06674998,2365213,What's on the ceiling?,cord,self_correct,There is a fan on the ceiling.,0
06674998,2365213,What's on the ceiling?,cord,cove_lite,There is a fan on the ceiling.,0
06674998,2365213,What's on the ceiling?,cord,resample_lite,There are no items on the ceiling; the items are mounted on the wall above.,0
15880558,2356643,How clean are the windows on the side of the train?,tinted,vanilla,The windows on the side of the train are not clean.,0
15880558,2356643,How clean are the windows on the side of the train?,tinted,self_correct,The windows on the side of the train are dirty.,0
15880558,2356643,How clean are the windows on the side of the train?,tinted,cove_lite,The windows on the side of the train are not clean.,0
15880558,2356643,How clean are the windows on the side of the train?,tinted,resample_lite,The windows on the side of the train are not clean; they are covered with snow.,0
131009649,2326436,"Which is less healthy, the cookies or the tomato?",cookies,vanilla,The cookies are less healthy than the tomato.,1
131009649,2326436,"Which is less healthy, the cookies or the tomato?",cookies,self_correct,The cookies are less healthy than the tomato.,1
131009649,2326436,"Which is less healthy, the cookies or the tomato?",cookies,cove_lite,The cookies are less healthy than the tomato.,1
131009649,2326436,"Which is less healthy, the cookies or the tomato?",cookies,resample_lite,The cookies are less healthy than the tomato.,1
19743171,1592305,Do you see any cones on the road the man is crossing?,no,vanilla,"No, I do not see any cones on the road the man is crossing.",1
19743171,1592305,Do you see any cones on the road the man is crossing?,no,self_correct,"No, there are no cones on the road.",1
19743171,1592305,Do you see any cones on the road the man is crossing?,no,cove_lite,"No, I do not see any cones on the road the man is crossing.",1
19743171,1592305,Do you see any cones on the road the man is crossing?,no,resample_lite,"No, I do not see any cones on the road the man is crossing.",1
00215401,2402117,Is there a chair or a plate in this photo?,yes,vanilla,"Yes, there is a plate in the photo, but there is no chair.",1
00215401,2402117,Is there a chair or a plate in this photo?,yes,self_correct,"Corrected: Yes, there is a plate in the photo, and there is also a chair.",1
00215401,2402117,Is there a chair or a plate in this photo?,yes,cove_lite,"Yes, there is a plate in the photo, but there is no chair.",1
00215401,2402117,Is there a chair or a plate in this photo?,yes,resample_lite,"Yes, there is a plate in the photo.",1
12105812,1159745,What is the bat made of?,metal,vanilla,The bat is likely made of wood or composite materials such as aluminum or carbon fiber.,0
12105812,1159745,What is the bat made of?,metal,self_correct,The bat is likely made of wood.,0
12105812,1159745,What is the bat made of?,metal,cove_lite,The bat is likely made of composite materials such as aluminum or carbon fiber.,0
12105812,1159745,What is the bat made of?,metal,resample_lite,The bat is likely made of a composite material.,0
05141840,2414484,Does the sky look cloudy and blue?,no,vanilla,"Yes, the sky looks clear and blue.",0
05141840,2414484,Does the sky look cloudy and blue?,no,self_correct,"No, the sky looks clear and blue.",1
05141840,2414484,Does the sky look cloudy and blue?,no,cove_lite,"No, the sky looks clear and blue.",1
05141840,2414484,Does the sky look cloudy and blue?,no,resample_lite,"Yes, the sky looks clear and blue.",0
14470764,713118,Who is wearing the tie?,guy,vanilla,The person on the left is wearing the tie.,0
14470764,713118,Who is wearing the tie?,guy,self_correct,The person on the left is wearing the tie.,0
14470764,713118,Who is wearing the tie?,guy,cove_lite,The person on the left is wearing the tie.,0
14470764,713118,Who is wearing the tie?,guy,resample_lite,The person on the left side of the image is wearing the tie.,0
0623848,2319837,What color is the shoe?,gray,vanilla,The shoe is brown.,0
0623848,2319837,What color is the shoe?,gray,self_correct,The shoe is brown.,0
0623848,2319837,What color is the shoe?,gray,cove_lite,The shoe is brown.,0
0623848,2319837,What color is the shoe?,gray,resample_lite,The shoe is dark with a light-colored sole.,0
03600057,2414326,Is the computer in the bottom of the picture?,yes,vanilla,"Yes, the computer is in the bottom of the picture.",1
03600057,2414326,Is the computer in the bottom of the picture?,yes,self_correct,"No, the computer is not in the bottom of the picture.",0
03600057,2414326,Is the computer in the bottom of the picture?,yes,cove_lite,"Yes, the computer is in the bottom of the picture.",1
03600057,2414326,Is the computer in the bottom of the picture?,yes,resample_lite,"Yes, the computer is in the bottom of the picture.",1
11804543,2392752,What color is the ball?,white,vanilla,"The image does not contain a ball, so it is not possible to determine its color.",0
11804543,2392752,What color is the ball?,white,self_correct,The ball is pink.,0
11804543,2392752,What color is the ball?,white,cove_lite,The image does not contain a ball.,0
11804543,2392752,What color is the ball?,white,resample_lite,"There is no ball in the image, so it is not possible to determine its color.",0
18983693,2357784,What is on the statue?,jacket,vanilla,The statue has an umbrella on it.,0
18983693,2357784,What is on the statue?,jacket,self_correct,The statue has an umbrella in its hand.,0
18983693,2357784,What is on the statue?,jacket,cove_lite,The statue is holding an umbrella.,0
18983693,2357784,What is on the statue?,jacket,resample_lite,The statue has a person depicted wearing formal attire and holding an umbrella.,0
06319036,2332903,What color is the sweater?,gray,vanilla,The sweater is light-colored.,0
06319036,2332903,What color is the sweater?,gray,self_correct,The sweater is light-colored.,0
06319036,2332903,What color is the sweater?,gray,cove_lite,The sweater is light gray or white.,1
06319036,2332903,What color is the sweater?,gray,resample_lite,"The sweater is light-colored, likely white or off-white.",0
11327974,2350666,Which sign is white?,street sign,vanilla,Neither sign is white.,0
11327974,2350666,Which sign is white?,street sign,self_correct,Neither sign is white.,0
11327974,2350666,Which sign is white?,street sign,cove_lite,Neither sign is white.,0
11327974,2350666,Which sign is white?,street sign,resample_lite,None of the signs in the image are white; they are both green with white text.,0
03513850,2410656,Is the girl wearing shorts?,no,vanilla,"No, the girl is not wearing shorts.",1
03513850,2410656,Is the girl wearing shorts?,no,self_correct,The girl is not wearing shorts.,1
03513850,2410656,Is the girl wearing shorts?,no,cove_lite,"No, the girl is not wearing shorts.",1
03513850,2410656,Is the girl wearing shorts?,no,resample_lite,"No, the girl is not wearing shorts.",1
06347045,2395361,What kind of vegetable is to the right of the tomato?,broccoli,vanilla,The vegetable to the right of the tomato appears to be a green pepper.,0
06347045,2395361,What kind of vegetable is to the right of the tomato?,broccoli,self_correct,The vegetable to the right of the tomato appears to be a green pepper.,0
06347045,2395361,What kind of vegetable is to the right of the tomato?,broccoli,cove_lite,The vegetable to the right of the tomato is a green pepper.,0
06347045,2395361,What kind of vegetable is to the right of the tomato?,broccoli,resample_lite,The vegetable to the right of the tomato is likely yellow squash or zucchini.,0
15127182,2390938,What fruits are to the left of the strawberry on the plate?,cherries,vanilla,There are no fruits to the left of the strawberry on the plate because there is no strawberry present in the image.,0
15127182,2390938,What fruits are to the left of the strawberry on the plate?,cherries,self_correct,There are no fruits to the left of the strawberry on the plate.,0
15127182,2390938,What fruits are to the left of the strawberry on the plate?,cherries,cove_lite,There are no fruits to the left of the strawberry on the plate.,0
15127182,2390938,What fruits are to the left of the strawberry on the plate?,cherries,resample_lite,The image does not provide enough detail to determine what fruits are specifically to the left of the strawberry on the plate.,0
00684249,2410733,Are there any cabinets under the counter the plate is on?,no,vanilla,"Based on the image provided, it is not possible to definitively state whether there are cabinets under the counter where the plate is placed. The angle and lighting do not allow for a clear view of the lower area.",1
00684249,2410733,Are there any cabinets under the counter the plate is on?,no,self_correct,"No, there are no cabinets under the counter the plate is on.",1
00684249,2410733,Are there any cabinets under the counter the plate is on?,no,cove_lite,"No, there are no cabinets under the counter where the plate is placed.",1
00684249,2410733,Are there any cabinets under the counter the plate is on?,no,resample_lite,"No, there do not appear to be any cabinets under the counter where the plate is placed.",1
05444127,2348601,Do you see curtains to the right of the person who is looking at the laptop computer?,no,vanilla,"No, I do not see curtains to the right of the person who is looking at the laptop computer.",1
05444127,2348601,Do you see curtains to the right of the person who is looking at the laptop computer?,no,self_correct,No,1
05444127,2348601,Do you see curtains to the right of the person who is looking at the laptop computer?,no,cove_lite,"No, there are no curtains to the right of the person looking at the laptop.",1
05444127,2348601,Do you see curtains to the right of the person who is looking at the laptop computer?,no,resample_lite,"No, I do not see curtains to the right of the person who is looking at the laptop computer.",1
12640880,2358626,Does he wear a cap?,yes,vanilla,"Yes, he wears a cap.",1
12640880,2358626,Does he wear a cap?,yes,self_correct,"No, he does not wear a cap.",0
12640880,2358626,Does he wear a cap?,yes,cove_lite,"Yes, he wears a cap.",1
12640880,2358626,Does he wear a cap?,yes,resample_lite,"Yes, he wears a cap.",1
17560384,2359451,Is the train to the right or to the left of the bag the man is carrying?,right,vanilla,The train is to the right of the bag the man is carrying.,1
17560384,2359451,Is the train to the right or to the left of the bag the man is carrying?,right,self_correct,The train is to the left of the bag the man is carrying.,0
17560384,2359451,Is the train to the right or to the left of the bag the man is carrying?,right,cove_lite,The train is to the right of the bag the man is carrying.,1
17560384,2359451,Is the train to the right or to the left of the bag the man is carrying?,right,resample_lite,The train is to the right of the bag the man is carrying.,1
08173549,2320720,Do you see people to the left of the motorcycle the fire is in front of?,yes,vanilla,"Yes, there are people to the left of the motorcycle the fire is in front of.",1
08173549,2320720,Do you see people to the left of the motorcycle the fire is in front of?,yes,self_correct,"No, there are no people to the left of the motorcycle the fire is in front of.",0
08173549,2320720,Do you see people to the left of the motorcycle the fire is in front of?,yes,cove_lite,"Yes, there are people to the left of the motorcycle the fire is in front of.",1
08173549,2320720,Do you see people to the left of the motorcycle the fire is in front of?,yes,resample_lite,"No, I do not see people to the left of the motorcycle the fire is in front of.",0
01530411,4426,What color is the vehicle to the right of the car?,red,vanilla,The vehicle to the right of the car is red.,1
01530411,4426,What color is the vehicle to the right of the car?,red,self_correct,The vehicle to the right of the car is black.,0
01530411,4426,What color is the vehicle to the right of the car?,red,cove_lite,The vehicle to the right of the car is red.,1
01530411,4426,What color is the vehicle to the right of the car?,red,resample_lite,The vehicle to the right of the car is red.,1
09894390,2335736,Is it outdoors?,no,vanilla,"No, it is not outdoors.",1
